"","year","race","number","income_median","income_med_moe","income_mean","income_mean_moe","income_bracket","income_distribution"
"2848",1979,"Hispanic (Any Race)",3684000,42960,2037,51979,1718,"$35,000 to $49,999",16.8
"2849",1979,"Hispanic (Any Race)",3684000,42960,2037,51979,1718,"$50,000 to $74,999",21.4
"2850",1979,"Hispanic (Any Race)",3684000,42960,2037,51979,1718,"$75,000 to $99,999",10.9
"2851",1979,"Hispanic (Any Race)",3684000,42960,2037,51979,1718,"$100,000 to $149,999",7.8
"2852",1979,"Hispanic (Any Race)",3684000,42960,2037,51979,1718,"$150,000 to $199,999",1.6
"2853",1979,"Hispanic (Any Race)",3684000,42960,2037,51979,1718,"$200,000 and over",0.9
"2854",1978,"Hispanic (Any Race)",3291000,42565,1697,50279,1673,"Under $15,000",13.9
"2855",1978,"Hispanic (Any Race)",3291000,42565,1697,50279,1673,"$15,000 to $24,999",13.3
"2856",1978,"Hispanic (Any Race)",3291000,42565,1697,50279,1673,"$25,000 to $34,999",12.9
"2857",1978,"Hispanic (Any Race)",3291000,42565,1697,50279,1673,"$35,000 to $49,999",18.6
"2858",1978,"Hispanic (Any Race)",3291000,42565,1697,50279,1673,"$50,000 to $74,999",20.7
"2859",1978,"Hispanic (Any Race)",3291000,42565,1697,50279,1673,"$75,000 to $99,999",12
