"","year","race","dollar_type","number","income_quintile","income_dollars"
"1111",1993,"Black Alone","Current Dollars",11281000,"Lowest",7160
"1112",1993,"Black Alone","Current Dollars",11281000,"Second",14570
"1113",1993,"Black Alone","Current Dollars",11281000,"Third",25000
"1114",1993,"Black Alone","Current Dollars",11281000,"Fourth",42000
"1115",1993,"Black Alone","Current Dollars",11281000,"Top 5%",75557
"1116",1992,"Black Alone","Current Dollars",11269000,"Lowest",6550
"1117",1992,"Black Alone","Current Dollars",11269000,"Second",13768
"1118",1992,"Black Alone","Current Dollars",11269000,"Third",24290
"1119",1992,"Black Alone","Current Dollars",11269000,"Fourth",40290
"1120",1992,"Black Alone","Current Dollars",11269000,"Top 5%",70392
"1121",1991,"Black Alone","Current Dollars",11083000,"Lowest",6550
"1122",1991,"Black Alone","Current Dollars",11083000,"Second",13964
"1123",1991,"Black Alone","Current Dollars",11083000,"Third",24459
"1124",1991,"Black Alone","Current Dollars",11083000,"Fourth",40087
"1125",1991,"Black Alone","Current Dollars",11083000,"Top 5%",68646
"1126",1990,"Black Alone","Current Dollars",10671000,"Lowest",6456
"1127",1990,"Black Alone","Current Dollars",10671000,"Second",13732
"1128",1990,"Black Alone","Current Dollars",10671000,"Third",24000
"1129",1990,"Black Alone","Current Dollars",10671000,"Fourth",39100
"1130",1990,"Black Alone","Current Dollars",10671000,"Top 5%",69265
"1131",1989,"Black Alone","Current Dollars",10486000,"Lowest",6306
"1132",1989,"Black Alone","Current Dollars",10486000,"Second",13280
"1133",1989,"Black Alone","Current Dollars",10486000,"Third",23015
"1134",1989,"Black Alone","Current Dollars",10486000,"Fourth",38000
"1135",1989,"Black Alone","Current Dollars",10486000,"Top 5%",65600
"1136",1988,"Black Alone","Current Dollars",10561000,"Lowest",5941
"1137",1988,"Black Alone","Current Dollars",10561000,"Second",12000
"1138",1988,"Black Alone","Current Dollars",10561000,"Third",21196
"1139",1988,"Black Alone","Current Dollars",10561000,"Fourth",36069
"1140",1988,"Black Alone","Current Dollars",10561000,"Top 5%",61650
"1141",1987,"Black Alone","Current Dollars",10192000,"Lowest",5614
"1142",1987,"Black Alone","Current Dollars",10192000,"Second",11600
"1143",1987,"Black Alone","Current Dollars",10192000,"Third",20000
"1144",1987,"Black Alone","Current Dollars",10192000,"Fourth",33469
"1145",1987,"Black Alone","Current Dollars",10192000,"Top 5%",58501
"1146",1986,"Black Alone","Current Dollars",9922000,"Lowest",5258
"1147",1986,"Black Alone","Current Dollars",9922000,"Second",11249
"1148",1986,"Black Alone","Current Dollars",9922000,"Third",19500
"1149",1986,"Black Alone","Current Dollars",9922000,"Fourth",32301
"1150",1986,"Black Alone","Current Dollars",9922000,"Top 5%",55202
"1151",1985,"Black Alone","Current Dollars",9797000,"Lowest",5484
"1152",1985,"Black Alone","Current Dollars",9797000,"Second",11000
"1153",1985,"Black Alone","Current Dollars",9797000,"Third",18576
"1154",1985,"Black Alone","Current Dollars",9797000,"Fourth",30727
"1155",1985,"Black Alone","Current Dollars",9797000,"Top 5%",52000
"1156",1984,"Black Alone","Current Dollars",9480000,"Lowest",5208
"1157",1984,"Black Alone","Current Dollars",9480000,"Second",10180
"1158",1984,"Black Alone","Current Dollars",9480000,"Third",17125
"1159",1984,"Black Alone","Current Dollars",9480000,"Fourth",28193
"1160",1984,"Black Alone","Current Dollars",9480000,"Top 5%",49080
"1161",1983,"Black Alone","Current Dollars",9243000,"Lowest",4800
"1162",1983,"Black Alone","Current Dollars",9243000,"Second",9360
"1163",1983,"Black Alone","Current Dollars",9243000,"Third",16000
"1164",1983,"Black Alone","Current Dollars",9243000,"Fourth",26790
"1165",1983,"Black Alone","Current Dollars",9243000,"Top 5%",45410
"1166",1982,"Black Alone","Current Dollars",8916000,"Lowest",4640
"1167",1982,"Black Alone","Current Dollars",8916000,"Second",9215
"1168",1982,"Black Alone","Current Dollars",8916000,"Third",15565
"1169",1982,"Black Alone","Current Dollars",8916000,"Fourth",25080
"1170",1982,"Black Alone","Current Dollars",8916000,"Top 5%",40520
"1171",1981,"Black Alone","Current Dollars",8961000,"Lowest",4500
"1172",1981,"Black Alone","Current Dollars",8961000,"Second",8560
"1173",1981,"Black Alone","Current Dollars",8961000,"Third",14372
"1174",1981,"Black Alone","Current Dollars",8961000,"Fourth",24060
"1175",1981,"Black Alone","Current Dollars",8961000,"Top 5%",39550
"1176",1980,"Black Alone","Current Dollars",8847000,"Lowest",4190
"1177",1980,"Black Alone","Current Dollars",8847000,"Second",8170
"1178",1980,"Black Alone","Current Dollars",8847000,"Third",13500
"1179",1980,"Black Alone","Current Dollars",8847000,"Fourth",22084
"1180",1980,"Black Alone","Current Dollars",8847000,"Top 5%",37000
"1181",1979,"Black Alone","Current Dollars",8586000,"Lowest",4000
"1182",1979,"Black Alone","Current Dollars",8586000,"Second",7708
"1183",1979,"Black Alone","Current Dollars",8586000,"Third",12634
"1184",1979,"Black Alone","Current Dollars",8586000,"Fourth",20900
"1185",1979,"Black Alone","Current Dollars",8586000,"Top 5%",33800
"1186",1978,"Black Alone","Current Dollars",8066000,"Lowest",3704
"1187",1978,"Black Alone","Current Dollars",8066000,"Second",7088
"1188",1978,"Black Alone","Current Dollars",8066000,"Third",12000
"1189",1978,"Black Alone","Current Dollars",8066000,"Fourth",18969
"1190",1978,"Black Alone","Current Dollars",8066000,"Top 5%",31500
"1191",1977,"Black Alone","Current Dollars",7977000,"Lowest",3488
"1192",1977,"Black Alone","Current Dollars",7977000,"Second",6400
"1193",1977,"Black Alone","Current Dollars",7977000,"Third",10484
"1194",1977,"Black Alone","Current Dollars",7977000,"Fourth",16964
"1195",1977,"Black Alone","Current Dollars",7977000,"Top 5%",28104
"1196",1976,"Black Alone","Current Dollars",7776000,"Lowest",3312
"1197",1976,"Black Alone","Current Dollars",7776000,"Second",6000
"1198",1976,"Black Alone","Current Dollars",7776000,"Third",10000
"1199",1976,"Black Alone","Current Dollars",7776000,"Fourth",16000
"1200",1976,"Black Alone","Current Dollars",7776000,"Top 5%",25780
"1201",1975,"Black Alone","Current Dollars",7489000,"Lowest",3013
"1202",1975,"Black Alone","Current Dollars",7489000,"Second",5600
"1203",1975,"Black Alone","Current Dollars",7489000,"Third",9421
"1204",1975,"Black Alone","Current Dollars",7489000,"Fourth",14740
"1205",1975,"Black Alone","Current Dollars",7489000,"Top 5%",23360
"1206",1974,"Black Alone","Current Dollars",7263000,"Lowest",2920
"1207",1974,"Black Alone","Current Dollars",7263000,"Second",5460
"1208",1974,"Black Alone","Current Dollars",7263000,"Third",8700
"1209",1974,"Black Alone","Current Dollars",7263000,"Fourth",13500
"1210",1974,"Black Alone","Current Dollars",7263000,"Top 5%",21756
"1211",1973,"Black Alone","Current Dollars",7040000,"Lowest",2767
"1212",1973,"Black Alone","Current Dollars",7040000,"Second",5012
"1213",1973,"Black Alone","Current Dollars",7040000,"Third",8060
"1214",1973,"Black Alone","Current Dollars",7040000,"Fourth",12755
"1215",1973,"Black Alone","Current Dollars",7040000,"Top 5%",20573
"1216",1972,"Black Alone","Current Dollars",6809000,"Lowest",2456
"1217",1972,"Black Alone","Current Dollars",6809000,"Second",4612
"1218",1972,"Black Alone","Current Dollars",6809000,"Third",7375
"1219",1972,"Black Alone","Current Dollars",6809000,"Fourth",11800
"1220",1972,"Black Alone","Current Dollars",6809000,"Top 5%",18800
"1221",1971,"Black Alone","Current Dollars",6578000,"Lowest",2292
"1222",1971,"Black Alone","Current Dollars",6578000,"Second",4329
"1223",1971,"Black Alone","Current Dollars",6578000,"Third",7000
"1224",1971,"Black Alone","Current Dollars",6578000,"Fourth",10840
"1225",1971,"Black Alone","Current Dollars",6578000,"Top 5%",17400
"1226",1970,"Black Alone","Current Dollars",6180000,"Lowest",2132
"1227",1970,"Black Alone","Current Dollars",6180000,"Second",4283
"1228",1970,"Black Alone","Current Dollars",6180000,"Third",6792
"1229",1970,"Black Alone","Current Dollars",6180000,"Fourth",10504
"1230",1970,"Black Alone","Current Dollars",6180000,"Top 5%",17048
"1231",1969,"Black Alone","Current Dollars",6053000,"Lowest",2059
"1232",1969,"Black Alone","Current Dollars",6053000,"Second",4034
"1233",1969,"Black Alone","Current Dollars",6053000,"Third",6359
"1234",1969,"Black Alone","Current Dollars",6053000,"Fourth",9684
"1235",1969,"Black Alone","Current Dollars",6053000,"Top 5%",15612
"1236",1968,"Black Alone","Current Dollars",5870000,"Lowest",1980
"1237",1968,"Black Alone","Current Dollars",5870000,"Second",3719
"1238",1968,"Black Alone","Current Dollars",5870000,"Third",5815
"1239",1968,"Black Alone","Current Dollars",5870000,"Fourth",9000
"1240",1968,"Black Alone","Current Dollars",5870000,"Top 5%",14400
"1241",1967,"Black Alone","Current Dollars",5728000,"Lowest",1777
"1242",1967,"Black Alone","Current Dollars",5728000,"Second",3300
"1243",1967,"Black Alone","Current Dollars",5728000,"Third",5250
"1244",1967,"Black Alone","Current Dollars",5728000,"Fourth",8080
"1245",1967,"Black Alone","Current Dollars",5728000,"Top 5%",13470
"1246",2019,"Black Alone or in Combination","2019 Dollars",18055000,"Lowest",17401
"1247",2019,"Black Alone or in Combination","2019 Dollars",18055000,"Second",35000
"1248",2019,"Black Alone or in Combination","2019 Dollars",18055000,"Third",58469
"1249",2019,"Black Alone or in Combination","2019 Dollars",18055000,"Fourth",1e+05
"1250",2019,"Black Alone or in Combination","2019 Dollars",18055000,"Top 5%",198194
"1251",2018,"Black Alone or in Combination","2019 Dollars",18095000,"Lowest",15883
"1252",2018,"Black Alone or in Combination","2019 Dollars",18095000,"Second",32376
"1253",2018,"Black Alone or in Combination","2019 Dollars",18095000,"Third",53960
"1254",2018,"Black Alone or in Combination","2019 Dollars",18095000,"Fourth",91150
"1255",2018,"Black Alone or in Combination","2019 Dollars",18095000,"Top 5%",175228
"1256",2017,"Black Alone or in Combination","2019 Dollars",17801000,"Lowest",15644
"1257",2017,"Black Alone or in Combination","2019 Dollars",17801000,"Second",32524
"1258",2017,"Black Alone or in Combination","2019 Dollars",17801000,"Third",54233
"1259",2017,"Black Alone or in Combination","2019 Dollars",17801000,"Fourth",92164
"1260",2017,"Black Alone or in Combination","2019 Dollars",17801000,"Top 5%",173534
"1261",2016,"Black Alone or in Combination","2019 Dollars",17505000,"Lowest",15695
"1262",2016,"Black Alone or in Combination","2019 Dollars",17505000,"Second",31965
"1263",2016,"Black Alone or in Combination","2019 Dollars",17505000,"Third",53366
"1264",2016,"Black Alone or in Combination","2019 Dollars",17505000,"Fourth",90893
"1265",2016,"Black Alone or in Combination","2019 Dollars",17505000,"Top 5%",170056
"1266",2015,"Black Alone or in Combination","2019 Dollars",17322000,"Lowest",14892
"1267",2015,"Black Alone or in Combination","2019 Dollars",17322000,"Second",30862
"1268",2015,"Black Alone or in Combination","2019 Dollars",17322000,"Third",52585
"1269",2015,"Black Alone or in Combination","2019 Dollars",17322000,"Fourth",88103
"1270",2015,"Black Alone or in Combination","2019 Dollars",17322000,"Top 5%",162496
"1271",2014,"Black Alone or in Combination","2019 Dollars",17198000,"Lowest",14333
"1272",2014,"Black Alone or in Combination","2019 Dollars",17198000,"Second",29316
"1273",2014,"Black Alone or in Combination","2019 Dollars",17198000,"Third",48705
"1274",2014,"Black Alone or in Combination","2019 Dollars",17198000,"Fourth",84186
"1275",2014,"Black Alone or in Combination","2019 Dollars",17198000,"Top 5%",159983
"1276",2013,"Black Alone or in Combination","2019 Dollars",16723000,"Lowest",14546
"1277",2013,"Black Alone or in Combination","2019 Dollars",16723000,"Second",30011
"1278",2013,"Black Alone or in Combination","2019 Dollars",16723000,"Third",49467
"1279",2013,"Black Alone or in Combination","2019 Dollars",16723000,"Fourth",84644
"1280",2013,"Black Alone or in Combination","2019 Dollars",16723000,"Top 5%",164006
"1281",2012,"Black Alone or in Combination","2019 Dollars",16559000,"Lowest",14041
"1282",2012,"Black Alone or in Combination","2019 Dollars",16559000,"Second",27897
"1283",2012,"Black Alone or in Combination","2019 Dollars",16559000,"Third",48842
"1284",2012,"Black Alone or in Combination","2019 Dollars",16559000,"Fourth",82551
"1285",2012,"Black Alone or in Combination","2019 Dollars",16559000,"Top 5%",151495
"1286",2011,"Black Alone or in Combination","2019 Dollars",16165000,"Lowest",13670
"1287",2011,"Black Alone or in Combination","2019 Dollars",16165000,"Second",28172
"1288",2011,"Black Alone or in Combination","2019 Dollars",16165000,"Third",47846
"1289",2011,"Black Alone or in Combination","2019 Dollars",16165000,"Fourth",81853
"1290",2011,"Black Alone or in Combination","2019 Dollars",16165000,"Top 5%",152908
"1291",2010,"Black Alone or in Combination","2019 Dollars",15909000,"Lowest",13866
"1292",2010,"Black Alone or in Combination","2019 Dollars",15909000,"Second",29025
"1293",2010,"Black Alone or in Combination","2019 Dollars",15909000,"Third",48120
"1294",2010,"Black Alone or in Combination","2019 Dollars",15909000,"Fourth",82257
"1295",2010,"Black Alone or in Combination","2019 Dollars",15909000,"Top 5%",150812
"1296",2009,"Black Alone or in Combination","2019 Dollars",15212000,"Lowest",15302
"1297",2009,"Black Alone or in Combination","2019 Dollars",15212000,"Second",30101
"1298",2009,"Black Alone or in Combination","2019 Dollars",15212000,"Third",50168
"1299",2009,"Black Alone or in Combination","2019 Dollars",15212000,"Fourth",83750
"1300",2009,"Black Alone or in Combination","2019 Dollars",15212000,"Top 5%",150863
"1301",2008,"Black Alone or in Combination","2019 Dollars",15056000,"Lowest",15474
"1302",2008,"Black Alone or in Combination","2019 Dollars",15056000,"Second",31187
"1303",2008,"Black Alone or in Combination","2019 Dollars",15056000,"Third",50755
"1304",2008,"Black Alone or in Combination","2019 Dollars",15056000,"Fourth",84289
"1305",2008,"Black Alone or in Combination","2019 Dollars",15056000,"Top 5%",151844
"1306",2007,"Black Alone or in Combination","2019 Dollars",14976000,"Lowest",15480
"1307",2007,"Black Alone or in Combination","2019 Dollars",14976000,"Second",32137
"1308",2007,"Black Alone or in Combination","2019 Dollars",14976000,"Third",53156
"1309",2007,"Black Alone or in Combination","2019 Dollars",14976000,"Fourth",87759
"1310",2007,"Black Alone or in Combination","2019 Dollars",14976000,"Top 5%",156236
"1311",2006,"Black Alone or in Combination","2019 Dollars",14709000,"Lowest",15429
"1312",2006,"Black Alone or in Combination","2019 Dollars",14709000,"Second",31778
"1313",2006,"Black Alone or in Combination","2019 Dollars",14709000,"Third",51480
"1314",2006,"Black Alone or in Combination","2019 Dollars",14709000,"Fourth",85926
"1315",2006,"Black Alone or in Combination","2019 Dollars",14709000,"Top 5%",156930
"1316",2005,"Black Alone or in Combination","2019 Dollars",14399000,"Lowest",15294
"1317",2005,"Black Alone or in Combination","2019 Dollars",14399000,"Second",30301
"1318",2005,"Black Alone or in Combination","2019 Dollars",14399000,"Third",52419
"1319",2005,"Black Alone or in Combination","2019 Dollars",14399000,"Fourth",84377
"1320",2005,"Black Alone or in Combination","2019 Dollars",14399000,"Top 5%",154795
"1321",2004,"Black Alone or in Combination","2019 Dollars",14151000,"Lowest",14924
"1322",2004,"Black Alone or in Combination","2019 Dollars",14151000,"Second",31205
"1323",2004,"Black Alone or in Combination","2019 Dollars",14151000,"Third",50897
"1324",2004,"Black Alone or in Combination","2019 Dollars",14151000,"Fourth",85223
"1325",2004,"Black Alone or in Combination","2019 Dollars",14151000,"Top 5%",151848
"1326",2003,"Black Alone or in Combination","2019 Dollars",13969000,"Lowest",15328
"1327",2003,"Black Alone or in Combination","2019 Dollars",13969000,"Second",31617
"1328",2003,"Black Alone or in Combination","2019 Dollars",13969000,"Third",52950
"1329",2003,"Black Alone or in Combination","2019 Dollars",13969000,"Fourth",86146
"1330",2003,"Black Alone or in Combination","2019 Dollars",13969000,"Top 5%",152088
"1331",2002,"Black Alone or in Combination","2019 Dollars",13778000,"Lowest",15676
"1332",2002,"Black Alone or in Combination","2019 Dollars",13778000,"Second",31745
"1333",2002,"Black Alone or in Combination","2019 Dollars",13778000,"Third",51302
"1334",2002,"Black Alone or in Combination","2019 Dollars",13778000,"Fourth",86132
"1335",2002,"Black Alone or in Combination","2019 Dollars",13778000,"Top 5%",156756
"1336",2019,"Black Alone","2019 Dollars",17054000,"Lowest",17200
"1337",2019,"Black Alone","2019 Dollars",17054000,"Second",34800
"1338",2019,"Black Alone","2019 Dollars",17054000,"Third",57313
"1339",2019,"Black Alone","2019 Dollars",17054000,"Fourth",98336
"1340",2019,"Black Alone","2019 Dollars",17054000,"Top 5%",192500
"1341",2018,"Black Alone","2019 Dollars",17167000,"Lowest",15450
"1342",2018,"Black Alone","2019 Dollars",17167000,"Second",31969
"1343",2018,"Black Alone","2019 Dollars",17167000,"Third",53148
